extension,type,x,y,mag_v,mag_i,snr_v,snr_i,sharp_v,sharp_i,round_v,round_i,err_v,err_i
0,1,888.09,744.16,25.307,24.639,33.6,25.2,0.021,0.039,0.033,0.035,0.032,0.043
0,1,865.565,835.835,25.451,24.491,24.5,27.1,0.066,0.061,0.031,-0.016,0.044,0.04
0,1,725.55,1066.645,25.388,24.506,30.2,27.1,-0.061,-0.035,0.095,0.05,0.036,0.04
0,1,871.88,749.825,25.307,25.064,34.2,13.1,-0.01,0.108,0.124,0.561,0.032,0.083
0,1,954.0050000000001,1016.185,25.41,24.513,26.9,28.0,-0.08,-0.056,0.115,0.161,0.04,0.039
0,1,951.605,898.16,99.999,99.999,0.0,3.9,0.0,0.353,0.0,0.227,0.0,0.279
0,1,743.33,844.395,25.376,24.537,31.3,27.2,0.037,0.065,0.052,0.149,0.035,0.04
0,1,916.89,705.775,25.321,24.602,21.9,22.9,0.018,-0.022,0.127,0.085,0.049,0.047
0,1,768.355,946.13,25.399,24.638,30.9,20.7,0.063,0.049,0.017,0.043,0.035,0.052
0,1,890.76,946.865,25.488,24.441,29.7,24.0,-0.009,-0.003,-0.085,0.201,0.037,0.045
0,1,807.05,849.37,25.422,24.51,30.5,27.1,0.035,0.067,0.101,0.054,0.036,0.04
0,1,1000.125,924.015,25.433,24.516,30.7,26.4,-0.045,0.064,-0.069,0.115,0.035,0.041
0,1,756.69,981.425,25.349,24.643,30.5,23.7,0.011,0.078,0.127,0.126,0.036,0.046
0,1,859.095,811.78,25.457,24.499,28.8,28.5,0.048,0.027,0.121,0.079,0.038,0.038
0,1,768.455,852.765,25.507,24.46,24.9,27.2,-0.044,0.001,0.029,0.047,0.044,0.04
0,1,754.205,987.315,25.496,24.522,23.4,25.8,0.127,-0.012,0.055,0.079,0.046,0.042
0,1,823.935,847.27,25.423,24.543,30.1,27.8,0.021,0.022,0.004,0.184,0.036,0.039
0,1,1045.3,745.3050000000001,25.488,24.492,27.7,27.8,0.041,-0.02,0.066,0.024,0.039,0.039
0,1,849.3,837.98,25.423,24.562,27.6,24.9,0.081,0.088,0.229,0.256,0.039,0.044
0,1,754.775,852.775,25.39,24.654,31.6,21.7,0.013,-0.104,0.144,0.004,0.034,0.05
0,1,920.815,779.08,25.374,24.672,24.3,17.1,-0.0,-0.043,0.174,-0.083,0.045,0.063
0,1,917.355,846.47,25.401,24.618,28.4,23.3,-0.003,0.02,0.08,0.076,0.038,0.047
0,1,706.505,817.97,25.523,24.468,23.1,25.1,0.067,0.116,0.078,0.177,0.047,0.043
0,1,983.9649999999999,776.285,25.467,24.527,29.0,28.1,0.006,0.01,0.038,0.06,0.037,0.039
0,1,817.045,796.905,25.461,24.553,28.8,26.2,0.055,0.034,0.111,0.133,0.038,0.041
0,1,858.825,1066.855,25.488,24.517,29.0,24.8,-0.029,-0.026,0.073,0.093,0.037,0.044
0,1,916.59,805.185,25.496,24.527,28.6,27.6,0.019,0.048,0.221,0.139,0.038,0.039
0,1,895.44,767.735,25.479,24.551,27.8,26.9,0.096,-0.004,0.098,0.113,0.039,0.04
0,1,1006.53,838.67,25.544,24.549,28.4,20.5,-0.033,0.088,0.104,0.063,0.038,0.053
0,1,719.5,906.595,25.461,24.584,26.8,26.5,-0.019,-0.003,0.081,-0.013,0.04,0.041
0,1,817.47,942.95,25.456,24.597,30.4,26.1,0.019,0.03,0.218,0.11,0.036,0.042
0,1,706.985,911.46,99.999,99.999,3.1,0.0,0.693,0.0,0.068,0.0,0.346,0.0
0,1,967.25,840.0550000000001,25.478,24.57,29.1,26.6,0.04,0.06,0.131,0.124,0.037,0.041
0,1,807.8,795.36,25.452,24.622,29.3,23.3,0.06,0.118,0.068,0.04,0.037,0.047
0,1,1025.41,768.01,25.52,24.539,26.8,25.0,-0.01,-0.078,0.038,0.088,0.041,0.043
0,1,794.9,1039.55,25.486,24.567,28.9,26.5,-0.017,0.006,0.045,0.07,0.038,0.041
0,1,840.835,974.5799999999999,25.44,24.647,29.4,23.3,0.004,-0.047,0.086,-0.008,0.037,0.047
